review_id	sentiment	label_id	input_ids	review_body	date
9449	1	2	[0, 100, 657, 42, 27115, 636, 4, 3584, 5, 2933, 8978, 11, 4761, 36, 118, 524, 195, 108, 466, 8, 9680, 23246, 322, 1381, 5, 650, 8, 818, 1682, 24, 53, 939, 1299, 39336, 198, 127, 3124, 21488, 10, 29826, 1437, 98, 439, 19, 5, 4761, 8, 7785, 939, 222, 111, 42, 299, 197, 28, 3473, 4, 2653, 182, 1136, 8, 1969, 13, 9881, 120, 12, 31586, 29, 8, 878, 198, 1139, 4, 129, 1129, 16, 14, 24, 16, 33803, 261, 734, 8, 13, 162, 6992, 33803, 261, 630, 75, 10397, 350, 157, 111, 98, 52, 5658, 192, 141, 42, 65, 2105, 29, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love this tunic. purchased the dark orange in medium (i am 5'9 and 140 lbs). tried the small and almost kept it but i felt seams around my arm pits a tad  so went with the medium and glad i did - this top should be comfortable. feels very fall and perfect for casual get-togethers and running around town. only comment is that it is rayon... and for me anyway rayon doesn't wash too well - so we shall see how this one fairs.	2023-04-23T16:16:29Z
1639	-1	0	[0, 2264, 41, 15652, 8, 10314, 16576, 328, 939, 437, 45, 10, 739, 621, 35, 2107, 417, 12, 2481, 12, 3367, 4, 8, 939, 2740, 127, 2340, 1836, 650, 4, 42, 16, 10, 2999, 15, 16576, 1437, 8, 5, 13977, 1273, 115, 45, 9824, 1169, 127, 10762, 50, 127, 28097, 4, 11, 144, 6215, 5418, 1437, 939, 437, 1169, 10, 1836, 132, 50, 204, 131, 939, 33, 7, 2854, 19, 5, 97, 37102, 4, 89, 16, 117, 169, 7, 342, 42, 6880, 15, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	What an adorable and frustrating skirt! i'm not a large person: 32d-26-36. and i ordered my normal size small. this is a pull on skirt  and the waist opening could not accommodate either my shoulders or my hips. in most retailer clothes  i'm either a size 2 or 4; i have to agree with the other reviewer. there is no way to put this item on.	2023-04-23T16:16:29Z
15077	1	2	[0, 30124, 21, 182, 326, 1872, 4, 1437, 24, 1326, 55, 13719, 11, 5, 1345, 87, 24, 16, 11, 621, 1437, 24, 18, 10, 5342, 4761, 2408, 23204, 4, 1437, 939, 437, 195, 108, 398, 8, 5350, 11454, 1437, 8, 24, 16, 9261, 583, 25, 251, 15, 162, 11, 5, 760, 25, 24, 16, 15, 5, 1421, 4, 1437, 939, 202, 6640, 5, 356, 1437, 2260, 142, 9, 5, 356, 31, 5, 124, 9, 5, 6399, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Fit was very tts.  it looks more lightweight in the photo than it is in person  it's a fairly medium weight sweater.  i'm 5'8 and curvy  and it is nowhere near as long on me in the front as it is on the model.  i still liked the look  mostly because of the look from the back of the shirt.	2023-04-23T16:16:29Z
6745	-1	0	[0, 4993, 2600, 5, 986, 1551, 1437, 939, 21, 1256, 3230, 11, 12926, 42, 3588, 4, 24, 2035, 11, 5, 7107, 452, 1437, 8, 939, 21, 98, 5779, 4, 78, 9, 70, 1437, 24, 18, 1307, 4, 5, 4761, 21, 169, 350, 380, 15, 162, 1437, 8, 939, 437, 393, 10, 650, 23, 6215, 328, 36, 118, 190, 1687, 12926, 5, 739, 11, 42, 111, 127, 2340, 1836, 23, 6215, 1592, 200, 1437, 5, 8089, 32, 45, 25, 11577, 25, 11, 5, 1345, 1437, 8, 5, 10199, 1299, 6162, 4, 1747, 1437, 24, 95, 1415, 101, 939, 439, 7, 15935, 36729, 8, 2162, 10, 12402, 873, 3588, 89, 14, 399, 75, 2564, 235, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	After reading the previous review  i was pretty confident in ordering this dress. it arrived in the mail today  and i was so disappointed. first of all  it's huge. the medium was way too big on me  and i'm never a small at retailer! (i even considered ordering the large in this - my normal size at retailer.) second  the colors are not as vibrant as in the photo  and the fabric felt cheap. finally  it just looked like i went to hawaii and bought a drab dress there that didn't fit right.	2023-04-23T16:16:29Z
11154	1	2	[0, 713, 6399, 16, 98, 372, 328, 939, 1064, 11, 657, 19, 24, 683, 939, 794, 5, 124, 4, 114, 47, 214, 546, 13, 10, 4187, 546, 6399, 19, 10, 410, 26432, 7706, 1437, 42, 16, 24, 4, 939, 33, 1810, 28097, 1437, 8, 42, 6013, 114, 372, 142, 24, 18, 10, 410, 2233, 219, 396, 442, 162, 356, 1307, 4, 24, 18, 4206, 1318, 1437, 8, 939, 356, 556, 7, 2498, 42, 6013, 70, 2428, 8, 1035, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This shirt is so great! i fell in love with it once i saw the back. if you're looking for a classic looking shirt with a little pizzazz  this is it. i have wide hips  and this tank if great because it's a little boxy without making me look huge. it's excellent quality  and i look forward to wearing this tank all spring and summer!	2023-04-23T16:16:29Z
15675	-1	0	[0, 133, 1318, 9, 5, 10199, 16, 205, 1437, 53, 5, 2564, 16, 11385, 4, 29747, 24203, 8, 7782, 4, 2299, 10, 1323, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The quality of the fabric is good  but the fit is horrible. unflattering and strange. definitely a pass.	2023-04-23T16:16:29Z
8042	-1	0	[0, 713, 299, 16, 3668, 12058, 1437, 53, 939, 1432, 5, 575, 6694, 7, 10, 326, 8, 24, 2198, 1064, 4102, 11, 5, 10397, 4, 40, 28, 3357, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top is absolutely gorgeous  but i followed the care tag to a t and it completely fell apart in the wash. will be returning.	2023-04-23T16:16:29Z
18323	1	2	[0, 100, 21, 3051, 30, 127, 400, 6215, 8, 794, 42, 11, 5, 2931, 8, 2638, 5, 8089, 4, 24, 18, 10, 372, 4069, 8, 1326, 205, 19, 1104, 10844, 1437, 8, 1675, 21288, 4, 939, 101, 5, 740, 22902, 15, 5, 21764, 8, 5, 2788, 4075, 1468, 4, 24, 16, 10, 449, 26298, 139, 111, 98, 11, 14981, 24, 16, 45, 1026, 12365, 4, 24, 18, 2425, 7, 3041, 81, 3046, 1493, 47, 33, 15, 4, 939, 3584, 5, 3023, 29, 73, 29, 8, 939, 524, 10, 2340, 1836, 132, 8, 24, 1326, 11962, 4, 939, 300, 3739, 9, 33391, 77, 939, 5328, 24, 328, 89, 32, 3369, 2629, 15, 1169, 526, 23, 5, 2576, 23385, 25, 157, 61, 1157, 2, 1, 1, 1, 1, 1, 1]	I was walking by my local retailer and saw this in the window and loved the colors. it's a great combination and looks good with white jeans  and regular denim. i like the cuffs on the sleeves and the textured material. it is a kimono - so in essence it is not form fitting. it's meant to flow over whatever else you have on. i purchased the xs/s and i am a normal size 2 and it looks cute. i got lots of compliments when i wore it! there are slits on either side at the bottom hem as well which allow	2023-04-23T16:16:29Z
278	-1	0	[0, 7199, 10, 9540, 30, 143, 839, 1437, 8315, 10, 7174, 24787, 20437, 16008, 101, 23204, 19, 10, 6162, 7174, 16807, 14187, 21394, 463, 939, 67, 74, 393, 236, 5, 14187, 7, 28, 450, 30, 1268, 114, 939, 58, 7, 278, 5, 23204, 15, 10, 3428, 50, 28, 1147, 11, 2057, 5, 631, 15, 4, 5, 5933, 8, 8533, 16, 543, 7, 10490, 223, 932, 1493, 8, 965, 75, 1256, 615, 13, 10, 2428, 9540, 7586, 29, 2787, 16, 67, 132, 10070, 2514, 87, 5291, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Not a coat by any means  merely a thin wool boucle like sweater with a cheap thin synthetic lining ---and i also would never want the lining to be seen by anyone if i were to set the sweater on a chair or be helped in putting the thing on. the length and bulk is hard to layer under anything else and isn't pretty enough for a spring coat..sizing is also 2 sizes larger than anticipated.	2023-04-23T16:16:29Z
7147	-1	0	[0, 100, 2740, 5, 3023, 462, 11, 1104, 4, 13, 2564, 1437, 24, 18, 1528, 7, 1836, 4, 24, 2856, 5, 1421, 18, 2356, 4, 24, 18, 10, 3473, 299, 4, 5, 3989, 16, 205, 19, 5, 16415, 1295, 4, 53, 1437, 5, 3195, 16, 2299, 160, 4, 24, 18, 25, 114, 5, 1104, 10199, 21, 1198, 12, 39956, 19, 13504, 4, 24, 18, 45, 5, 2310, 1437, 17766, 1104, 2343, 1437, 23, 513, 13, 5, 65, 939, 829, 4, 1437, 1437, 1437, 1437, 5, 1318, 9, 5, 1468, 16, 3280, 4, 5, 909, 1732, 429, 28, 5, 357, 65, 1374, 4, 939, 437, 164, 7, 2081, 5, 1104, 65, 939, 33, 7, 492, 14, 10, 860, 4, 1374, 1437, 939, 218, 75, 206, 24, 18, 966, 2]	I ordered the xl in white. for fit  it's true to size. it matches the model's photos. it's a comfortable top. the shape is good with the pleating. but  the color is definitely off. it's as if the white fabric was pre-washed with navy. it's not the fresh  crisp white shown  at least for the one i received.     the quality of the material is basic. the black version might be the better one overall. i'm going to exchange the white one i have to give that a try. overall  i don't think it's worth ful	2023-04-23T16:16:29Z
15408	1	2	[0, 100, 5324, 42, 299, 15, 5, 1392, 20004, 8, 2638, 5, 3195, 24943, 4, 24, 74, 28, 10, 2579, 299, 149, 2428, 1437, 1035, 8, 88, 1136, 4, 5, 8089, 11, 24, 40, 213, 19, 3739, 9, 383, 11, 144, 11898, 1001, 16768, 4, 5, 847, 8, 2496, 9, 5, 299, 32, 34203, 8, 24, 2653, 205, 15, 127, 3024, 4, 939, 64, 192, 2498, 10, 1481, 1584, 462, 19, 24, 16, 12924, 1650, 50, 2532, 10, 30197, 23204, 4, 5, 2927, 23, 5, 299, 9, 5, 24150, 16, 11962, 1437, 1712, 939, 2813, 24, 3112, 95, 10, 828, 1181, 4, 939, 1381, 10, 3023, 29, 8, 41, 579, 4, 1153, 115, 33, 3584, 5, 3023, 29, 1437, 53, 2, 1, 1, 1, 1, 1, 1, 1]	I noticed this top on the sale rack and loved the color palette. it would be a nice top through spring  summer and into fall. the colors in it will go with lots of things in most wardrobes. the cut and style of the top are flattering and it feels good on my skin. i can see wearing a shawl with it is cooler weather or perhaps a cropped sweater. the cap at the top of the sleeve is cute  although i wish it extended just a bit longer. i tried a xs and an s. probably could have purchased the xs  but	2023-04-23T16:16:29Z
11543	0	1	[0, 133, 10199, 16, 2422, 3793, 8, 5, 10521, 16, 1256, 1437, 53, 24, 16, 1109, 10521, 45, 2933, 10521, 25, 1602, 77, 47, 5163, 7, 907, 24, 4, 127, 934, 696, 19, 5, 299, 16, 14, 5, 2569, 4793, 3124, 7441, 5, 1445, 3124, 1437, 98, 114, 47, 2025, 75, 2198, 4866, 196, 19, 110, 2664, 2463, 642, 8, 70, 81, 3124, 1437, 24, 40, 311, 734, 61, 16, 596, 939, 2162, 42, 7, 7433, 127, 3089, 33152, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The fabric is super soft and the grey is pretty  but it is light grey not dark grey as described when you select to buy it. my biggest issue with the top is that the cold shoulder arm reveals the entire arm  so if you aren't completely toned with your tricep and all over arm  it will show... which is why i bought this to hide my blunders	2023-04-23T16:16:29Z
8690	0	1	[0, 133, 10199, 9, 42, 16576, 16, 3668, 2721, 4, 959, 5, 2564, 1437, 13176, 2216, 1437, 16, 45, 2778, 34203, 11, 127, 2979, 4, 24, 189, 28, 142, 939, 524, 5568, 9, 10, 30023, 73, 4509, 19487, 3989, 1195, 87, 10, 55, 1359, 3989, 1437, 53, 5, 2564, 16, 10, 410, 160, 4356, 139, 4, 939, 524, 195, 108, 398, 113, 8, 16157, 10431, 8, 2740, 258, 5, 231, 359, 290, 8, 1299, 5, 290, 2564, 10, 410, 357, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"The fabric of this skirt is absolutely beautiful. however the fit  albeit unique  is not extremely flattering in my opinion. it may be because i am somewhat of a pear/hourglass shape rather than a more straight shape  but the fit is a little off imo. i am 5'8"" and 135# and ordered both the 6 & 8 and felt the 8 fit a little better."	2023-04-23T16:16:29Z
11127	1	2	[0, 28965, 42, 299, 16, 182, 11962, 4, 24, 782, 7, 28, 6440, 196, 137, 47, 64, 269, 1679, 24, 18, 847, 14186, 328, 5, 21764, 32, 765, 8, 1905, 1637, 4866, 196, 4136, 14893, 4, 13, 5, 425, 9, 5, 6399, 1437, 939, 802, 5, 14893, 1415, 6162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Overall this top is very cute. it needs to be ironed before you can really judge it's cuteness! the sleeves are short and feature gold toned plastic buttons. for the price of the shirt  i thought the buttons looked cheap.	2023-04-23T16:16:29Z
