review_id	sentiment	label_id	input_ids	review_body	date
12037	0	1	[0, 133, 3588, 2564, 2051, 1437, 19, 80, 18286, 4, 78, 1437, 939, 524, 195, 108, 134, 113, 1437, 8, 939, 2740, 10, 4716, 1459, 204, 4, 5, 3588, 21, 19335, 15, 5, 1255, 1437, 98, 24, 74, 240, 23385, 7059, 114, 939, 58, 2396, 24, 4, 53, 5, 432, 37169, 21, 14, 5, 5660, 9, 5, 15705, 10199, 81, 5, 11044, 4889, 66, 41, 10468, 1684, 127, 2631, 417, 1955, 1437, 61, 156, 162, 356, 101, 939, 56, 182, 33442, 14216, 42529, 4, 939, 156, 5, 15480, 14, 5, 3588, 939, 829, 21, 31559, 1437, 98, 1051, 24, 124, 1437, 53, 9574, 1437, 5, 5010, 2564, 5, 276, 169, 4, 5, 14187, 10199, 2564, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"The dress fit fine  with two exceptions. first  i am 5'1""  and i ordered a petite 4. the dress was dragging on the ground  so it would need hemming if i were keeping it. but the deal breaker was that the gathering of the outer fabric over the bust stuck out an inch beyond my 34d figure  which made me look like i had very oddly shaped nipples. i made the assumption that the dress i received was defective  so sent it back  but unfortunately  the replacement fit the same way. the lining fabric fit"	2023-04-23T16:16:29Z
12844	1	2	[0, 19065, 9304, 4, 939, 437, 195, 108, 401, 8, 59, 8325, 4, 5, 1836, 132, 2564, 2579, 23, 5, 13977, 8, 7082, 11, 5, 18781, 4, 51, 478, 235, 23, 5, 7451, 4, 5, 8089, 32, 2579, 73, 21677, 4, 5, 1254, 32, 372, 4, 1374, 372, 9304, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Great pants. i'm 5'6 and about 130. the size 2 fit nice at the waist and loose in the thigh. they hit right at the ankle. the colors are nice/ muted. the details are great. overall great pants.	2023-04-23T16:16:29Z
19029	1	2	[0, 16587, 42, 3588, 1437, 939, 348, 416, 10610, 24, 171, 498, 4, 939, 554, 160, 19, 10, 650, 53, 56, 7, 213, 7, 3023, 29, 61, 16, 2735, 87, 127, 2340, 1836, 11, 645, 7, 120, 5, 2564, 25, 7092, 4, 5, 5933, 16, 372, 8, 1364, 19, 326, 6183, 50, 10317, 4, 1437, 372, 2216, 3588, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love this dress  i've already worn it many times. i started off with a small but had to go to xs which is smaller than my normal size in order to get the fit as pictured. the length is great and works with tights or boots.  great unique dress!	2023-04-23T16:16:29Z
1713	1	2	[0, 713, 299, 16, 3473, 8, 34203, 4, 939, 269, 101, 5, 25342, 12, 10, 23541, 3280, 1035, 299, 1437, 19, 10, 11962, 10619, 1437, 95, 615, 7, 146, 24, 8708, 1437, 53, 45, 81, 21075, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top is comfortable and flattering. i really like the simplicity- a wearable basic summer top  with a cute twist  just enough to make it contemporary  but not overstated.	2023-04-23T16:16:29Z
2345	1	2	[0, 16587, 42, 1365, 6056, 2543, 260, 765, 3588, 98, 3793, 1365, 8, 98, 14160, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love this easy caftan short dress so soft easy and so stylish	2023-04-23T16:16:29Z
10782	0	1	[0, 713, 16, 10, 2721, 8, 3279, 23204, 1437, 157, 847, 8, 1365, 7, 3588, 62, 50, 159, 4, 5, 934, 936, 16, 5, 5004, 25126, 61, 1326, 18882, 136, 20292, 5296, 1437, 941, 136, 24787, 50, 1055, 25416, 2608, 23734, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is a beautiful and warm sweater  well cut and easy to dress up or down. the biggest problem is the extreme shedding which looks messy against darker clothing  especially against wool or cashmere winter coats.	2023-04-23T16:16:29Z
10288	-1	0	[0, 100, 9010, 10, 251, 86, 7, 120, 42, 299, 4, 9574, 939, 40, 28, 3357, 4, 5, 2380, 32, 4366, 8, 4757, 66, 10, 319, 15, 5, 2380, 4, 45, 25, 7092, 4, 5, 2380, 197, 33, 57, 16415, 1070, 4, 24, 1237, 2735, 11, 5, 11044, 8, 77, 1367, 24, 21, 10, 410, 41783, 4, 6023, 42, 429, 17652, 19, 3841, 8143, 50, 14784, 4, 5, 1521, 16, 2216, 8, 2813, 42, 299, 74, 9, 1006, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I waited a long time to get this top. unfortunately i will be returning. the sides are gathered and stick out a lot on the sides. not as pictured. the sides should have been pleated. it runs smaller in the bust and when closed it was a little snug. afraid this might shrink with dry cleaning or washing. the design is unique and wish this top would of worked.	2023-04-23T16:16:29Z
10108	-1	0	[0, 347, 4467, 615, 1437, 53, 939, 1705, 75, 1955, 66, 99, 7, 109, 19, 5, 3318, 14, 399, 75, 146, 24, 356, 101, 41, 1823, 278, 9, 21764, 1437, 33442, 2325, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Cute enough  but i couldn't figure out what to do with the tie that didn't make it look like an extra set of sleeves  oddly placed.	2023-04-23T16:16:29Z
10590	1	2	[0, 713, 16, 10, 2721, 3588, 4, 5, 3588, 16, 10, 13026, 2440, 77, 1118, 7, 5, 2170, 1437, 8, 5, 10199, 16, 7992, 53, 5, 3989, 16, 2721, 4, 5, 13977, 16, 182, 15898, 53, 24, 399, 75, 619, 9800, 4, 939, 399, 75, 206, 5, 10199, 21, 24, 17414, 25, 643, 2801, 4, 939, 109, 206, 24, 16, 10, 828, 765, 15, 5, 760, 36, 405, 16, 10, 239, 614, 3588, 43, 1437, 53, 23, 195, 108, 306, 113, 14, 16, 45, 10, 936, 13, 162, 4, 24, 21, 1528, 7, 1836, 13, 162, 36, 18508, 23246, 1437, 2631, 438, 322, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This is a beautiful dress. the dress is a lighter blue when compared to the picture  and the fabric is thick but the shape is beautiful. the waist is very fitted but it didn't feel uncomfortable. i didn't think the fabric was itchy as others mentioned. i do think it is a bit short on the front (it is a high low dress)  but at 5'4"" that is not a problem for me. it was true to size for me (135 lbs  34c)."	2023-04-23T16:16:29Z
13071	-1	0	[0, 713, 3588, 16, 95, 350, 3298, 4740, 1374, 4, 939, 524, 195, 108, 401, 113, 9680, 23246, 8, 10, 1836, 650, 21, 98, 29747, 24203, 4, 939, 64, 75, 213, 159, 11, 1836, 142, 5, 13977, 4617, 40, 120, 350, 239, 15, 162, 4, 24, 21, 416, 10, 410, 239, 15, 5, 650, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This dress is just too baggy overall. i am 5'6"" 140 lbs and a size small was so unflattering. i can't go down in size because the waist detail will get too high on me. it was already a little high on the small."	2023-04-23T16:16:29Z
17941	1	2	[0, 100, 657, 5, 847, 8, 2564, 9, 42, 326, 4, 24, 18, 3793, 8, 34, 95, 615, 3041, 7, 28, 3473, 396, 145, 29747, 24203, 4, 5, 12339, 17812, 5780, 16, 182, 1256, 4, 24, 18, 1969, 19, 10844, 50, 13344, 11, 5, 1035, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love the cut and fit of this t. it's soft and has just enough flow to be comfortable without being unflattering. the gray floral print is very pretty. it's perfect with jeans or shorts in the summer.	2023-04-23T16:16:29Z
10286	0	1	[0, 100, 236, 7, 101, 42, 23204, 4, 5, 3195, 16, 9869, 1437, 55, 9, 10, 12339, 1173, 2440, 1437, 8, 5, 1521, 16, 2579, 4, 5, 1318, 16, 34165, 205, 1437, 25, 24, 18, 7992, 396, 145, 350, 7992, 8, 182, 3793, 4, 53, 5, 1521, 16, 8372, 8, 1341, 29747, 24203, 328, 939, 300, 5, 3023, 23115, 53, 24, 18, 80, 380, 4, 5, 21764, 33, 10, 182, 614, 4793, 98, 51, 818, 33, 10, 5897, 101, 356, 4, 24, 630, 75, 356, 101, 24, 473, 15, 42, 1421, 4, 5, 13977, 443, 16, 10, 319, 2671, 1437, 98, 24, 473, 2662, 15, 110, 28097, 1437, 959, 5, 23204, 965, 75, 11875, 7059, 1303, 9, 5, 8372, 3989, 2, 1, 1, 1, 1, 1, 1, 1]	I want to like this sweater. the color is lovely  more of a grayish blue  and the design is nice. the quality is amazingly good  as it's thick without being too thick and very soft. but the design is odd and quite unflattering! i got the xsmall but it's two big. the sleeves have a very low shoulder so they almost have a wing like look. it doesn't look like it does on this model. the waist area is a lot bigger  so it does sit on your hips  however the sweater isn't slimming cause of the odd shape	2023-04-23T16:16:29Z
7541	-1	0	[0, 100, 1166, 5, 2210, 6173, 1437, 137, 4906, 1437, 8, 10, 367, 2801, 14, 42, 23204, 2075, 739, 4, 42, 34, 57, 127, 676, 19, 144, 13657, 939, 33, 3584, 31, 6215, 4, 939, 11464, 30, 12926, 10, 4761, 1437, 939, 74, 1325, 10, 2829, 7082, 7, 30389, 7082, 12365, 23204, 4, 42, 21, 45, 5, 403, 328, 5, 23204, 16, 765, 1437, 473, 45, 356, 932, 101, 24, 473, 77, 47, 1217, 5, 1421, 31, 639, 36, 463, 939, 6876, 5, 1421, 16, 26647, 87, 939, 734, 281, 3092, 32, 2333, 6764, 322, 13, 5135, 1437, 939, 524, 195, 108, 401, 17809, 1437, 4761, 1119, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I read the existing reviews  before purchasing  and a few mentioned that this sweater ran large. this has been my experience with most tops i have purchased from retailer. i figured by ordering a medium  i would receive a slightly loose to moderately loose fitting sweater. this was not the case! the sweater is short  does not look anything like it does when you view the model from behind (and i assume the model is taller than i...as models are usually tall). for reference  i am 5'6''  medium build	2023-04-23T16:16:29Z
12117	0	1	[0, 347, 4467, 11, 4286, 1437, 98, 739, 11, 2015, 4, 939, 524, 195, 108, 246, 113, 1437, 1836, 706, 11, 10844, 4, 939, 21, 7358, 11, 209, 4, 939, 1266, 5, 2418, 16, 1307, 8, 5, 5933, 9, 5, 1430, 16, 2422, 251, 4, 218, 75, 190, 860, 114, 47, 32, 10, 410, 621, 4, 251, 8, 11257, 1437, 4420, 1437, 74, 1153, 356, 372, 15, 47, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you."	2023-04-23T16:16:29Z
18123	1	2	[0, 4528, 10844, 2564, 1528, 7, 1836, 1437, 8, 51, 356, 2770, 4, 939, 3568, 10, 973, 8, 33, 41, 7714, 1119, 1437, 8, 51, 356, 372, 6128, 328, 939, 657, 141, 51, 356, 19, 6255, 1536, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	These jeans fit true to size  and they look amazing. i wear a 26 and have an athletic build  and they look great everywhere! i love how they look with sandals.	2023-04-23T16:16:29Z
12615	-1	0	[0, 12948, 42, 65, 16, 13, 47, 328, 98, 5779, 2115, 18245, 9, 42, 16576, 1437, 25, 939, 56, 57, 21754, 24, 13, 10, 150, 8, 21, 2283, 7, 192, 24, 15, 1392, 4, 716, 2115, 5, 3493, 1437, 939, 802, 5, 909, 39815, 21, 95, 41, 2679, 17475, 4617, 1437, 53, 24, 16, 888, 11445, 154, 42, 16576, 18, 11355, 3556, 35, 1437, 10, 40517, 4, 4420, 1437, 24, 5909, 34, 10, 40517, 35945, 35454, 11, 5, 1692, 9, 110, 28398, 1437, 61, 473, 45, 4477, 3269, 4, 5, 1468, 67, 1326, 1195, 29650, 16292, 8, 416, 56, 10, 367, 16427, 11, 5284, 4, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 42, 65, 2, 1, 1, 1, 1]	Then this one is for you! so disappointed upon receipt of this skirt  as i had been eyeing it for a while and was excited to see it on sale. based upon the pictures  i thought the black stitching was just an interesting outline detail  but it is actually masking this skirt's ugly secret:  a pouch. yes  it literally has a pouch smack dab in the middle of your abdomen  which does not lay flat. the material also looks rather snag prone and already had a few pulls in spots.                 this one	2023-04-23T16:16:29Z
